Run,TimeSeconds,MaxAbsErr,MaxRelErr,MaxPwRelErr,PSNR,NRMSE,AccEff,CompressionRatio
1,0.061014,214749.640625,20377.297153,377632647047.668457,-81.494918,1.187807e+04,-0.000467,1.916705
